,title,news_id,text,cluster,processed_text,x_pos,y_pos
88,Nolte: GLAAD Fascists Forbid the Word ‘Homosexual’,88,"Nolte: GLAAD Fascists Forbid the Word ‘Homosexual’. The left-wing fascists at GLAAD have declared the word “homosexual"" verboten.",8,nolte glaad fascist forbid word homosexual left wing fascist glaad declare word homosexual verboten,9.414956,1.2851005
89,Girls5eva's Paula Pell on season 3's lesbian 'Trampage' and finding her people,89,"Girls5eva's Paula Pell on season 3's lesbian 'Trampage' and finding her people. With its glorious blend of off-the-wall humor, astute social commentary, and a lesbian leading character in Paula Pell’s Gloria, Girls5eva has been a cult hit with queer audiences since it premiered on Peacock in 2021. The comedy starring Pell, Sara Bareilles…",3,girls5eva paula pell season lesbian trampage find glorious blend wall humor astute social commentary lesbian lead character paula pell gloria girls5eva cult audience premiere peacock 2021 comedy star pell sara bareilles,-5.962623,-11.705779
90,Missing college student's stepdad opens up about family's difficult conversations,90,Missing college student's stepdad opens up about family's difficult conversations. The stepfather of missing college student Riley Strain opened up to ABC News about the excruciating search for his son.,0,miss college student stepdad open family difficult conversation stepfather miss college student riley strain open news excruciate search,-16.827631,-2.743828
91,What is the religious discrimination debate about?,91,"What is the religious discrimination debate about?. The debate over LGBT staff and students in religious schools is back this week. We don't have a specific proposal, but what do we know?",2,religious discrimination debate debate staff student religious school week specific proposal know,8.119684,5.721764
92,Gay bar managers arrested in Russian city,92,Gay bar managers arrested in Russian city. Two gay bar employees have been arrested on “LGBT propaganda” charges in Russia Read Full Article at RT.com,8,manager arrest russian city employee arrest propaganda charge russia rt.com,13.161679,-3.143164
93,Out Congress members outraged as anti-LGBTQ+ bills advance,93,"Out Congress members outraged as anti-LGBTQ+ bills advance. Committees in the U.S. House of Representatives approved two anti-LGBTQ+ bills Thursday, leading to condemnation from LGBTQ+ reps and allies in the Congressional Equality Caucus.",2,congress member outrage anti lgbtq+ bill advance committee u.s. house representatives approve anti lgbtq+ bill thursday lead condemnation lgbtq+ ally congressional equality caucus,6.00055,2.7884784
94,Cable news coverage of 2023 anti-trans bills lacked trans voices: Media Matters,94,"Cable news coverage of 2023 anti-trans bills lacked trans voices: Media Matters. Cable news outlets couldn’t avoid covering the rash of anti-transgender bills in state legislatures in 2023, but they didn’t often feature trans people talking about the subject, according to new research from Media Matters for America.",2,cable news coverage 2023 anti trans bill lack tran voice media matters cable news outlet avoid cover rash anti transgender bill state legislature 2023 feature tran talk subject accord research media matters america,2.3290448,0.3519529
95,Ghana cabinet nominees blocked in anti-gay bill row,95,"Ghana cabinet nominees blocked in anti-gay bill row. The president is under pressure from Ghanaians who want him to sign the bill, and from those who condemn it.",2,ghana cabinet nominee block anti bill president pressure ghanaians want sign bill condemn,12.5008545,3.968008
96,Ramadan is about 'gratitude and spirituality.' Here's how 2 groups are giving back,96,"Ramadan is about 'gratitude and spirituality.' Here's how 2 groups are giving back. This Ramadan, a new group for people who identify as queer and Muslim is showing their love for the Hamilton community through food. Meanwhile, another group, Mishka Social Services, is raising money to support refugees from Gaza.",5,ramadan gratitude spirituality group ramadan group identify muslim love hamilton community food group mishka social services raise money support refugee gaza,13.546609,-9.167133
97,Georgian MP introduces bill that seeks to ban LGBT propaganda and indoctrination efforts (most of which target youth),97,"Georgian MP introduces bill that seeks to ban LGBT propaganda and indoctrination efforts (most of which target youth). Mamuka Mdinaradze, majority leader of Georgia’s unicameral parliament, has introduced a bill that seeks to ban LGBT propaganda in the country. The bill aims to protect the society from pseudo-liberal ideology and its inevitable harmful consequences. “Georgian…",2,georgian introduce bill seek propaganda indoctrination effort target youth mamuka mdinaradze majority leader georgia unicameral parliament introduce bill seek propaganda country bill protect society pseudo liberal ideology inevitable harmful consequence georgian,8.2437315,-0.00013055457
98,'We will protect you': NSW bans gay conversion therapy after marathon parliamentary debate,98,"'We will protect you': NSW bans gay conversion therapy after marathon parliamentary debate. Advocacy group Equality Australia calls the move a ""historic step"", paying tribute to trailblazing 78ers who took to the streets in protest to make change for the LGBTQ+ community.",2,protect conversion therapy marathon parliamentary debate advocacy group equality australia historic step tribute trailblaze 78er street protest change lgbtq+ community,11.112733,-0.19072832
99,"Government hears back on religious schools review, but its own plans are still unclear",99,"Government hears back on religious schools review, but its own plans are still unclear. An independent review into protecting LGBT staff and students at religious schools is now complete, but the government's own plans are no clearer.",2,government hear religious school review plan unclear independent review protect staff student religious school complete government plan clear,8.070193,5.1014376
100,Oklahoma prosecutors will not press charges in Nex Benedict case,100,"Oklahoma prosecutors will not press charges in Nex Benedict case. Nex, a nonbinary teen, died by suicide after a high school fight. The Tulsa County District Attorney says the fight was mutual and there's not enough evidence to press charges.",0,oklahoma prosecutor press charge benedict case nonbinary teen suicide high school fight tulsa county district attorney fight mutual evidence press charge,-14.81073,0.7080547
101,Moscow adds 'LGBT movement' to list of extremist and terrorist organizations...,101,"Moscow adds 'LGBT movement' to list of extremist and terrorist organizations.... Moscow adds 'LGBT movement' to list of extremist and terrorist organizations...

 
 
 
 (Third column, 6th story, link)

 

 

 
 Related stories:Record Russian Missile Barrage Disrupts Ukraine Power System...
Crackdown on Artists Paints Portrait of Scar…",8,moscow movement list extremist terrorist organization .... moscow movement list extremist terrorist organization column story link relate story record russian missile barrage disrupts ukraine power system crackdown artists paint portrait scar,12.324181,-5.8821993
102,No charges to be filed in school fight involving Nex Benedict: DA,102,"No charges to be filed in school fight involving Nex Benedict: DA. No charges will be filed in connection with a fight that Oklahoma teen Nex Benedict was involved in a day before they died, the Tulsa County district attorney said.",0,charge file school fight involve benedict charge file connection fight oklahoma teen benedict involve tulsa county district attorney,-14.923809,0.3108829
103,US to ban LGBTQ flags from embassies – Bloomberg,103,"US to ban LGBTQ flags from embassies – Bloomberg. American embassies won’t be able to fly the rainbow banner until October 1, as part of a $1.2 trillion spending deal Read Full Article at RT.com",2,flag embassy bloomberg american embassy able rainbow banner october trillion spending deal rt.com,10.110322,-9.165895
104,Tennessee bill would permit anti-LGBTQ+ foster and adoptee parents,104,"Tennessee bill would permit anti-LGBTQ+ foster and adoptee parents. The Tennessee state Senate on Tuesday passed legislation that would bar the state from excluding foster and adopting parents because of their religious or moral beliefs, including on matters of sexual and gender identity.",2,tennessee bill permit anti lgbtq+ foster adoptee parent tennessee state senate tuesday pass legislation state exclude foster adopt parent religious moral belief include matter sexual gender identity,4.834806,13.089482
105,White House Agrees To Ban Pride Flags At US Embassies In Spending Bill Deal,105,"White House Agrees To Ban Pride Flags At US Embassies In Spending Bill Deal. The State Department authorized pride flags to be flown at U.S. embassies in 2021, reversing a Trump-era ban.",2,white house agree pride flags embassies spending bill deal state department authorize pride flag u.s. embassy 2021 reverse trump,9.468242,-9.911398
106,‘LGBT movement’ added to Russia’s terrorist list,106,‘LGBT movement’ added to Russia’s terrorist list. The Russian Federal Financial Monitoring Service’s website was updated on Friday to include the LGBT movement Read Full Article at RT.com,8,movement russia terrorist list russian federal financial monitoring service website update friday include movement rt.com,11.525524,-5.260725
107,"Drag story hour at library canceled after suspicious package and threats, authorities say",107,"Drag story hour at library canceled after suspicious package and threats, authorities say. A suspicious package was found in the library.",4,drag story hour library cancel suspicious package threat authority suspicious package find library,-16.510439,-8.001637
108,LGBT Community Melts Down After Biological Male Voice Actor Accuses Game Developer of 'Transphobia',108,"LGBT Community Melts Down After Biological Male Voice Actor Accuses Game Developer of 'Transphobia'. Behaviour Interactive, the developers behind the popular online survival horror game Dead By Daylight, have found themselves facing controversy after the recent addition of a new character sparked allegations of transphobia from the character's transgender vo…",8,community melts biological male voice actor accuses game developer transphobia behaviour interactive developer popular online survival horror game dead daylight find face controversy recent addition character spark allegation transphobia character transgender,3.662123,0.91530097
109,"Years after her death, a trailblazing transgender P.E.I. artist will be part of prestigious Venice show",109,"Years after her death, a trailblazing transgender P.E.I. artist will be part of prestigious Venice show. Erica Rutherford, a groundbreaking transgender painter, filmmaker and writer, is the first Prince Edward Island artist to ever be selected for the prestigious Venice Biennale art show.",3,year death trailblaze transgender p.e.i. artist prestigious venice erica rutherford groundbreaking transgender painter filmmaker writer prince edward island artist select prestigious venice biennale,-7.378787,-6.3907967
110,New government spending bill bans U.S. embassies from flying Pride flag,110,New government spending bill bans U.S. embassies from flying Pride flag. The prohibition was one of many side issues included in the mammoth $1.2 trillion package to fund the government through September.,2,government spending bill u.s. embassy pride flag prohibition issue include mammoth trillion package fund government september,9.779144,-10.445796
111,"Evacuation Orders Lifted After Series Of Bomb Threats Target Lancaster, Pennsylvania",111,"Evacuation Orders Lifted After Series Of Bomb Threats Target Lancaster, Pennsylvania. The city’s public library was apparently targeted for hosting a “Drag Queen Story Hour.”",4,evacuation orders lift series bomb threats target lancaster pennsylvania city public library apparently target host drag queen story hour,-16.686117,-8.041947
112,Fawzia Mirza's The Queen of My Dreams is a love letter to Bollywood and queerness,112,"Fawzia Mirza's The Queen of My Dreams is a love letter to Bollywood and queerness. The film tells the story of a mother, Mariam, played by Nimra Bucha, and her daughter, Azra, coming of age while exploring the two characters' complicated relationships to their home countries and each other.",3,fawzia mirza queen dreams love letter bollywood queerness film tell story mother mariam play nimra bucha daughter azra come explore character complicated relationship home country,-4.7140985,-13.161546
113,Biden Signs $1.2 Trillion Spending Bill—Ending Repeated Government Shutdown Concerns After Months Of Negotiations,113,Biden Signs $1.2 Trillion Spending Bill—Ending Repeated Government Shutdown Concerns After Months Of Negotiations. The Senate approved the spending package early Saturday to avoid a partial government shutdown.,4,biden sign trillion spending bill repeated government shutdown concerns month negotiation senate approve spending package early saturday avoid partial government shutdown,4.4014187,-12.263857
114,Ricky Martin reflects on his decision to come out publicly as gay,114,"Ricky Martin reflects on his decision to come out publicly as gay. Ricky Martin said his father, a psychologist, was one of the people who encouraged him to come out publicly as gay.",4,ricky martin reflect decision come publicly ricky martin father psychologist encourage come publicly,13.351592,2.411502
115,Bipartisan spending bill includes effective ban on Pride flags over U.S. embassies,115,Bipartisan spending bill includes effective ban on Pride flags over U.S. embassies. A ban on U.S. embassies flying LGBTQ Pride flags is part of a bipartisan funding deal to avoid a government shutdown ahead of a weekend deadline.,2,bipartisan spending bill include effective pride flag u.s. embassy u.s. embassy pride flag bipartisan funding deal avoid government shutdown ahead weekend deadline,9.397349,-9.663658
116,"In latest move, Russia adds ‘LGBT movement’ to official list of extremists and terrorists",116,"In latest move, Russia adds ‘LGBT movement’ to official list of extremists and terrorists. Russia has added what it calls the “LGBT movement” to a list of extremist and terrorist organizations, state media said on Friday.",8,late russia movement official list extremist terrorist russia movement list extremist terrorist organization state medium friday,11.769171,-5.3087606
117,Russia adds 'LGBT movement' to list of extremist groups,117,Russia adds 'LGBT movement' to list of extremist groups. A Russian monitor with the power to freeze bank accounts has designated what it calls the LGBT movement an extremist organization. It comes after a similar ruling from the Supreme Court last November.,8,russia movement list extremist group russian monitor power freeze bank account designate movement extremist organization come similar ruling supreme court november,11.88721,-5.0818467
118,Final resting place of queer bushranger pair in line for heritage recognition,118,"Final resting place of queer bushranger pair in line for heritage recognition. The graves of Captain Moonlite and James Nesbitt are being considered for the state heritage register, not only for their notoriety as colonial-era criminals, but for their publicly acknowledged same-sex relationship.",8,final rest place bushranger pair line heritage recognition grave captain moonlite james nesbitt consider state heritage register notoriety colonial criminal publicly acknowledge relationship,9.559852,-2.8360186
119,"No charges filed in Nex Benedict's death, Oklahoma district attorney says",119,"No charges filed in Nex Benedict's death, Oklahoma district attorney says. Nex Benedict's death prompted rallies and vigils in U.S. cities from New York to Los Angeles.",0,charge file benedict death oklahoma district attorney benedict death prompt rally vigil u.s. city york angeles,-15.309202,0.7218242
120,How Two Recent Cases Of Violence Illustrate The Lives of LGBTQ People,120,"How Two Recent Cases Of Violence Illustrate The Lives of LGBTQ People. Suicide rates for queer and trans people are disproportionately high. They're also routinely targets of violence and hate crimes.<br/><br/>While some states have protections for queer and trans people, many other states have passed laws that restrict the righ…",2,recent case violence illustrate life suicide rate tran disproportionately high routinely target violence hate crimes.<br/><br/>while state protection trans state pass restrict righ,3.7376513,3.3056095
121,"Embassies Banned From Flying LGBTQ Pride Flags, House DEI Office Closed By Spending Bill",121,"Embassies Banned From Flying LGBTQ Pride Flags, House DEI Office Closed By Spending Bill. One of the provisions included in the recently passed government funding bill banned the pride flag from being displayed at U.S embassies.",2,embassy flying pride flags house office closed spending bill provision include recently pass government funding bill pride flag display embassy,10.203516,-9.894967
122,Live: New report finds discrimination endemic in religious schools as government considers legislation,122,"Live: New report finds discrimination endemic in religious schools as government considers legislation. An Equality Australia report says students in religious schools are more likely to be discriminated against, as the federal government considers new laws on the subject.",2,live report find discrimination endemic religious school government consider legislation equality australia report student religious school likely discriminate federal government consider subject,8.247702,5.7488713
123,"Women Don’t Need To Be Fixed, Organizations Need To Fix Their Systems",123,"Women Don’t Need To Be Fixed, Organizations Need To Fix Their Systems. Instead of encouraging women to be more like men, we need organizations to meet women where they are and build a culture that values gender equality.",6,need organization need systems instead encourage like need organization meet build culture value gender equality,-2.965551,-2.7619317
124,Transgender teen sent to prison for killing 12-year-old girl,124,Transgender teen sent to prison for killing 12-year-old girl. A trans teen is sentenced after confessing to shooting his underage girlfriend while on a movie date Read Full Article at RT.com,8,transgender teen send prison kill year girl tran teen sentence confess shoot underage girlfriend movie date rt.com,-10.658608,5.3652477
125,Two recent case of violence showcase the realities LGBTQ people face,125,Two recent case of violence showcase the realities LGBTQ people face. NPR's Scott Detrow speaks with Kris Tassone from the National Center For Transgender Equality about how two recent cases of violence against trans people illustrate the realities LGBTQ people face.,8,recent case violence showcase reality face scott detrow speak kris tassone national center transgender equality recent case violence trans illustrate reality face,2.9807148,2.431694
126,Black Athletes Could Upset March Madness And End Attacks On DEI,126,"Black Athletes Could Upset March Madness And End Attacks On DEI. Many Black athletes in the 2024 NCAA basketball tournaments attend universities in states where diversity, equity, and inclusion initiatives are under legislative attack.",6,black athletes upset march madness attack black athlete 2024 ncaa basketball tournament attend university state diversity equity inclusion initiative legislative attack,-7.2660046,0.043108307
127,"Christian Cooper, the ""Extraordinary Birder""",127,"Christian Cooper, the ""Extraordinary Birder"". Christian Cooper made national news in May 2020 when, while birdwatching in New York's Central Park, a white woman called 911 to report that an ""African American man was threatening her life"" after he'd asked her to put her dog on a leash. His recording of th…",4,christian cooper extraordinary birder christian cooper national news 2020 birdwatch york central park white report african american threaten life leash recording,-12.874696,-5.8830647
128,Pilgrimage helped Traitors' star Amanda say 'goodbye mum',128,Pilgrimage helped Traitors' star Amanda say 'goodbye mum'. The star of the first series of BBC show on the celebrity walk that helped her deal with her grief.,3,pilgrimage help traitor star amanda goodbye star series celebrity walk help deal grief,-4.579435,-16.506506
129,Dragon Ball theme park to be built in Saudi Arabia,129,Dragon Ball theme park to be built in Saudi Arabia. The announcement was met with mixed reactions from fans of the famed anime.,1,dragon ball theme park build saudi arabia announcement meet mixed reaction famed anime,-10.47535,-18.111837
130,"Amid book bans, DEI cuts and 'Don't Say Gay' laws, 7 states will mandate LGBTQ-inclusive curricula",130,"Amid book bans, DEI cuts and 'Don't Say Gay' laws, 7 states will mandate LGBTQ-inclusive curricula. Washington will now mandate that the state’s public schools teach LGBTQ history, as red and blue states continue to diverge on whether schools should expose kids to gay and trans identities.",2,amid book state mandate inclusive curriculum washington mandate state public school teach history blue state continue diverge school expose trans identity,6.597859,4.884293
131,Judge dismisses suit by Musk's X against nonprofit researchers tracking hate speech,131,"Judge dismisses suit by Musk's X against nonprofit researchers tracking hate speech. A federal judge has dismissed a lawsuit by Elon Musk’s X Corp. against the non-profit Center for Countering Digital Hate, which has documented the increase in hate speech on the site since it was purchased by the Tesla owner",4,judge dismiss suit musk nonprofit researcher track hate speech federal judge dismiss lawsuit elon musk corp. profit center counter digital hate document increase hate speech site purchase tesla owner,-8.402032,3.6776404
132,"'Damned if you do, damned if you don't' - sportswomen on trans debate",132,"'Damned if you do, damned if you don't' - sportswomen on trans debate. More than 100 elite British sportswomen tell the BBC they would be uncomfortable with transgender women competing in female categories in their sport.",6,damned damn sportswomen trans debate elite british sportswoman tell uncomfortable transgender compete female category sport,-2.5797405,-0.17666584
133,What to know about the Moscow concert attack and what's next in the case,133,"What to know about the Moscow concert attack and what's next in the case. Russia is still reeling from Friday's attack. Authorities have confirmed at least 137 dead. Suspects, some showing signs of torture, have been charged. Here are other key developments.",0,know moscow concert attack case russia reel friday attack authority confirm dead suspect sign torture charge development,14.548403,-6.003033
134,Georgian lawmaker urges UN not to confuse the rights of minorities with the harmful consequences of LGBT propaganda,134,"Georgian lawmaker urges UN not to confuse the rights of minorities with the harmful consequences of LGBT propaganda. The government of the Caucasus nation of Georgia recently introduced an anti-LGBT propaganda bill. Parliament Majority Leader Mamuka Mdinaradze of the governing Georgian Dream Party said this decision comes as the government accuses LGBT advocacy groups, incl…",2,georgian lawmaker urge confuse right minority harmful consequence propaganda government caucasus nation georgia recently introduce anti propaganda bill parliament majority leader mamuka mdinaradze govern georgian dream party decision come government accuse advocacy group incl,8.156179,0.02697426
135,Living with disability and being queer poses a 'double whammy' of accessibility challenges,135,"Living with disability and being queer poses a 'double whammy' of accessibility challenges. Accessibility isn't just about being able to get on a bus or use a public toilet. Queer people with disability say they often feel like they're being ""marginalised even on the margins"".",5,live disability pose double whammy accessibility challenge accessibility able public toilet disability feel like marginalise margin,4.108251,8.041378
136,Elliot Page Decries 'Rights of LGBTQ2+ People Being Revoked',136,"Elliot Page Decries 'Rights of LGBTQ2+ People Being Revoked'. Elliot Page, formerly actress Ellen Page, has charged that the ""rights of LGBTQ2+ people are being revoked"" throughout the world.
The post Elliot Page Decries ‘Rights of LGBTQ2+ People Being Revoked’ appeared first on Breitbart.",8,elliot page decries rights lgbtq2 revoke elliot page actress ellen page charge right lgbtq2 revoke world post elliot page decries right lgbtq2 revoke appear breitbart,1.6096959,-3.368012
137,Ex-Levi’s President Jennifer Sey Launches XX-XY Athletics To Protect Women’s Sports,137,Ex-Levi’s President Jennifer Sey Launches XX-XY Athletics To Protect Women’s Sports. Jennifer Sey is launching an athletic clothing brand to help protect women and girls from being forced to compete and share locker rooms with transgender athletes.,6,levi president jennifer launches athletics protect women sports jennifer launch athletic clothing brand help protect girl force compete share locker room transgender athlete,-7.2708097,2.705307
138,'There is a way past the horror': How a new production of Holding the Man embraced joy,138,'There is a way past the horror': How a new production of Holding the Man embraced joy. Timothy Conigrave's 1995 memoir is an absolutely devastating story of Australia's AIDS epidemic — but its stage adaptation centres joy and love.,3,past horror production hold embrace timothy conigrave 1995 memoir absolutely devastating story australia aids epidemic stage adaptation centre love,4.811983,-4.275261
139,Dutch darts players quit national women's team over transgender teammate,139,"Dutch darts players quit national women's team over transgender teammate. Two players quit the Dutch women's darts team, saying they refuse to team up with trans woman Noa-Lynn van Leuven, who the sport's governing body is backing.",6,dutch dart player quit national team transgender teammate player quit dutch dart team refuse team trans lynn leuven sport govern body,-3.2288375,-1.2230185
140,"'Fractured landscape:' Abortions in the U.S. are increasing, despite 'drastic' bans",140,"'Fractured landscape:' Abortions in the U.S. are increasing, despite 'drastic' bans. Despite abortion restrictions being implemented in 21 states since the overturning of Roe v. Wade, a new report from the Guttmacher Institute found that ""abortions in the U.S. are increasing."" An estimated 1,026,690 abortions were performed in the country in …",2,"fractured landscape abortion u.s. increase despite drastic despite abortion restriction implement state overturning wade report guttmacher institute find abortion u.s. increase estimated 1,026,690 abortion perform country",8.889289,8.557735
141,Lawsuit filed against Ohio trans care ban legislation,141,"Lawsuit filed against Ohio trans care ban legislation. A lawsuit has been filed against Ohio's House Bill 68, which bans gender-affirming medical care for transgender minors.",6,lawsuit file ohio trans care legislation lawsuit file ohio house bill gender affirm medical care transgender minor,-2.5889528,4.559989
142,Judge temporarily blocks Texas AG from investigating nonprofit supporting transgender minors,142,"Judge temporarily blocks Texas AG from investigating nonprofit supporting transgender minors. The Texas Office of the Attorney General was blocked from demanding information and documents from PFLAG, a national nonprofit that supports the families of LGBTQ people, including transgender youths seeking gender-affirming care.",6,judge temporarily block texas investigate nonprofit support transgender minor texas office attorney general block demand information document pflag national nonprofit support family include transgender youth seek gender affirm care,-2.8985643,6.1572323
143,Police investigating racial harassment of NCAA women's basketball team in Idaho,143,"Police investigating racial harassment of NCAA women's basketball team in Idaho. Police are investigating reported harassment of the University of Utah women's basketball team while staying in Coeur D'Alene, Idaho for the NCAA tournament in nearby Spokane, Washington.",6,police investigate racial harassment ncaa basketball team idaho police investigate report harassment university utah basketball team stay coeur d'alene idaho ncaa tournament nearby spokane washington,-7.684631,0.70694226
144,Granderson: New ban on Pride flags at U.S. embassies is more than bad optics,144,Granderson: New ban on Pride flags at U.S. embassies is more than bad optics. Republicans would back the recent budget deal only if it included a measure curbing American leadership on human rights.,2,granderson pride flag u.s. embassy optic republicans recent budget deal include measure curb american leadership human right,9.276561,-10.435318
145,White House calls Republican spending bill’s ban on the Pride flag ‘inappropriate’,145,"White House calls Republican spending bill’s ban on the Pride flag ‘inappropriate’. After backlash over a spending bill provision banning Pride flags at U.S. embassies, the Biden-Harris administration is emphasizing its dedication to LGBTQ+ advocacy and outlining efforts to mitigate the impact of the law.",2,white house republican spending bill pride flag inappropriate backlash spending bill provision pride flag u.s. embassy biden harris administration emphasize dedication lgbtq+ advocacy outline effort mitigate impact,8.734642,-9.5662365
146,Texas court further blocks AG Ken Paxton's demand for info on organization's transgender youth support,146,Texas court further blocks AG Ken Paxton's demand for info on organization's transgender youth support. A court in Texas has blocked Attorney General Ken Paxton’s demand that PFLAG National turn over information and documents about its support of families in Texas seeking gender-affirming medical care for transgender youth.,6,texas court block paxton demand info organization transgender youth support court texas block attorney general paxton demand pflag national turn information document support family texas seek gender affirm medical care transgender youth,-2.832968,6.0855203
147,Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’,147,"Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’. Fairfax County Virginia has named Easter Sunday 2024 as “Transgender Visibility Day,” in what many Christians see as a hijack of their most sacred holiday.
The post Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’ appeared first on Breit…",9,fairfax democrats choose easter sunday transgender visibility fairfax county virginia easter sunday 2024 transgender visibility christians hijack sacred holiday post fairfax democrats choose easter sunday transgender visibility appear breit,4.204205,-7.217462
148,The ultimate guide to cannabis in Provincetown,148,"The ultimate guide to cannabis in Provincetown. There's so much I adore about Provincetown. It's one of the premier LGBTQ+ destinations in America, boasting a vibrant art scene, stunning beaches and trails, yummy culinary delights, entertainment, and an impressive four cannabis dispensaries within a mile—a…",5,ultimate guide cannabis provincetown adore provincetown premier lgbtq+ destination america boast vibrant scene stunning beach trail yummy culinary delight entertainment impressive cannabis dispensary mile,1.5323809,8.518222
149,Thailand moves to legalise same-sex marriage,149,Thailand moves to legalise same-sex marriage. Thailand's lower house has passed a bill giving legal recognition to same-sex marriage.,2,thailand legalise marriage thailand house pass bill legal recognition marriage,9.232998,13.664162
150,People say they're leaving religion due to anti-LGBTQ teachings and sexual abuse,150,"People say they're leaving religion due to anti-LGBTQ teachings and sexual abuse. People in the U.S. are switching religions and leaving religion altogether in large numbers. A new survey from the Public Religion Research Institute shows a high level of ""religious churning.""",2,leave religion anti teaching sexual abuse u.s. switch religion leave religion altogether large number survey public religion research institute high level religious churning,7.1709085,7.704361
151,Thailand moves closer to legalizing same-sex marriage as parliament passes landmark bill,151,"Thailand moves closer to legalizing same-sex marriage as parliament passes landmark bill. Thailand’s parliament overwhelmingly approved a marriage equality bill on Wednesday, a landmark step that moves one of Asia’s most liberal countries closer to becoming its third territory to legalize same-sex unions.",2,thailand close legalize marriage parliament pass landmark bill thailand parliament overwhelmingly approve marriage equality bill wednesday landmark step asia liberal country close territory legalize union,9.103566,13.796424
152,Marriage equality bill overwhelmingly passes Thai lower house,152,Marriage equality bill overwhelmingly passes Thai lower house. Lawmakers in Thailand's lower house of parliament overwhelmingly approved a marriage equality bill on Wednesday that would make the country the first in Southeast Asia to legalize equal rights for marriage partners of any gender.,2,marriage equality bill overwhelmingly pass thai house lawmaker thailand house parliament overwhelmingly approve marriage equality bill wednesday country southeast asia legalize equal right marriage partner gender,8.9132595,14.384283
153,Thailand: Lawmakers pass same-sex marriage bill,153,"Thailand: Lawmakers pass same-sex marriage bill. Thailand is on track to become Southeast Asia's first country to recognize LGBTQ+ unions. The bill, passed in the lower house, still needs Senate approval and the king's endorsement before it becomes law.",2,thailand lawmaker pass marriage bill thailand track southeast asia country recognize lgbtq+ union bill pass house need senate approval king endorsement,8.611889,13.8531275
154,Sacramento declares itself a sanctuary city for transgender people,154,Sacramento declares itself a sanctuary city for transgender people. The Sacramento City Council voted unanimously to declare the California capital a “sanctuary city for transgender people.”,5,sacramento declare sanctuary city transgender sacramento city council vote unanimously declare california capital sanctuary city transgender,-0.5731517,8.022967
155,Thailand lawmakers pass landmark LGBTQ marriage equality bill,155,Thailand lawmakers pass landmark LGBTQ marriage equality bill. The amendment to Thailand's civil laws would make the country the first in Southeast Asia to grant equal marriage rights to people of all genders.,2,thailand lawmaker pass landmark marriage equality bill amendment thailand civil country southeast asia grant equal marriage right gender,8.512639,14.134854
156,Sacramento is now a sanctuary city for transgender people,156,"Sacramento is now a sanctuary city for transgender people. The city of Sacramento is now a transgender sanctuary city, believed to be the first in California to vote for this designation.",5,sacramento sanctuary city transgender city sacramento transgender sanctuary city believe california vote designation,-0.5482136,7.997546
157,Viral Genetics Confirms What On-the-Ground Activists Knew Early in the Mpox Outbreak,157,Viral Genetics Confirms What On-the-Ground Activists Knew Early in the Mpox Outbreak. Molecular biology could have changed the mpox epidemic—and could stop future outbreaks,4,viral genetics confirm ground activists know early mpox outbreak molecular biology change mpox epidemic stop future outbreak,-4.4106092,16.724613
158,BREAKING: Nex Benedict's autopsy report released,158,"BREAKING: Nex Benedict's autopsy report released. The much-anticipated full autopsy report for Nex Benedict, a 16-year-old transgender and Indigenous student from Owasso High School in Oklahoma who died in February, was released on Wednesday, offering a more comprehensive understanding of the events leading …",0,breaking benedict autopsy report release anticipate autopsy report benedict year transgender indigenous student owasso high school oklahoma february release wednesday offer comprehensive understanding event lead,-14.858674,1.7427207
159,Disney and DeSantis allies end legal dispute,159,Disney and DeSantis allies end legal dispute. The two sides have been fighting over who gets control of Disney's Florida theme park resort.,6,disney desantis ally legal dispute fight control disney florida theme park resort,-9.593522,9.727062
160,DeSantis and Disney settle lawsuit sparked by Florida governor's 'Don't Say Gay' law,160,DeSantis and Disney settle lawsuit sparked by Florida governor's 'Don't Say Gay' law. Allies of Gov. Ron DeSantis and Disney reached a settlement agreement Wednesday in a state court fight over how Walt Disney World is developed in the future following the takeover of the theme park resort's government by the Florida governor.,6,desantis disney settle lawsuit spark florida governor ally gov. desantis disney reach settlement agreement wednesday state court fight walt disney world develop future follow takeover theme park resort government florida governor,-9.603018,9.769165
161,"Boeing, A Cautionary Tale In Psychological Safety",161,"Boeing, A Cautionary Tale In Psychological Safety. Boeing's recent challenges are a reminder to Corporate America that psychological safety is not a nice to have, it is a must have.",3,boeing cautionary tale psychological safety boeing recent challenge reminder corporate america psychological safety nice,-8.267968,14.13276
162,Mpox cases nearly double what they were at the same time last year,162,"Mpox cases nearly double what they were at the same time last year. Mpox cases are on the rise in the U.S., increasing to almost double what they were at the same time last year, according to new CDC data.",4,mpox case nearly double time year mpox case rise u.s. increase double time year accord datum,-4.3617654,16.758116
163,A Baltimore bridge collapse timeline; Disney and DeSantis settle legal battle,163,A Baltimore bridge collapse timeline; Disney and DeSantis settle legal battle. Two bodies were recovered from the Baltimore bridge collapse and investigators released a timeline of events. The Walt Disney Company and Gov. Ron DeSantis have settled their lawsuits.,0,baltimore bridge collapse timeline disney desantis settle legal battle body recover baltimore bridge collapse investigator release timeline event walt disney company gov. desantis settle lawsuit,-10.162342,9.8233595
