,news_id,subject,relation,object
1214,87,Lawmakers,have advanced,legislation
1215,88,GLAAD Fascists,Forbid,Homosexual
1216,88,wing fascists,have declared,word verboten
1217,88,fascists,have declared,word verboten
1218,89,Girls5eva 's Paula Pell,'s Trampage on,season 3
1219,89,Girls5eva,has,Paula Pell
1220,89,Girls5eva 's Paula Pell,has,lesbian Trampage
1221,89,Girls5eva 's Paula Pell,finding,her people
1222,89,Girls5eva 's Paula Pell,'s lesbian Trampage on,season 3
1223,89,Girls5eva 's Paula Pell,has,Trampage
1224,89,Girls5eva,has,has cult
1225,89,it,premiered in,2021
1226,89,Paula Pell,in,Gloria
1227,89,Girls5eva,been,hit
1228,89,lesbian leading character,is in,Paula Pell ’s Gloria
1229,89,Girls5eva,hit with,queer audiences
1230,89,it,premiered on,Peacock
1231,89,Girls5eva,has,has cult hit
1232,89,Girls5eva,has,has cult hit with queer audiences
1233,89,comedy,starring,Pell
1234,90,Missing college student 's stepdad,opens up about,family 's conversations
1235,90,Missing college student,has,stepdad
1236,90,college student 's stepdad,opens up about,family 's difficult conversations
1237,90,family,about,difficult conversations
1238,90,Missing college student 's stepdad,opens up about,family 's difficult conversations
1239,90,college student 's stepdad,opens up about,family 's conversations
1240,90,stepfather,opened up about,excruciating search for his son
1241,90,stepfather,opened up to,ABC News
1242,90,stepfather,opened up about,search for his son
1243,90,stepfather,opened up about,search
1244,90,stepfather,opened up about,excruciating search
1245,91,debate,is,back week
1246,91,debate,is,week
1247,91,students,is in,religious schools
1248,92,Gay bar managers,arrested in,Russian city
1249,92,Gay bar managers,arrested in,city
1250,92,Article,charges in,Russia
1251,92,Two gay bar employees,have,have arrested on LGBT propaganda
1252,92,gay bar employees,have,have arrested on LGBT propaganda
1253,92,Full Article,charges in,Russia
1254,92,Two gay bar employees,have,have arrested on propaganda
1255,92,gay bar employees,have,have arrested on propaganda
1256,92,charges,is in,Russia
1257,92,charges,Read,Article
1258,92,Two gay bar employees,have,have arrested
1259,92,charges,Read Article at,RT.com
1260,92,charges,Read,Full Article
1261,92,gay bar employees,have,have arrested
1262,93,Congress members,outraged as,anti-LGBTQ bills advance
1263,93,Congress members,outraged as,bills advance
1264,93,two bills,Committees in,U.S. House
1265,93,Committees,leading to,condemnation in Congressional Equality Caucus
1266,93,Committees,is in,U.S. House of Representatives
1267,93,Committees,leading to,condemnation
1268,93,Committees,leading to,condemnation from LGBTQ reps
1269,93,two anti-LGBTQ bills,Committees in,U.S. House
1270,93,condemnation,is in,Congressional Equality Caucus
1271,93,Committees,leading to,condemnation from LGBTQ reps in Congressional Equality Caucus
1272,93,two anti-LGBTQ bills,Committees in,U.S. House of Representatives
1273,93,two bills,Committees in,U.S. House of Representatives
1274,95,Ghana cabinet nominees,blocked in,anti-gay bill row
1275,95,Ghana cabinet nominees,blocked in,bill row
1276,95,him,sign,bill
1277,95,president,is under,pressure
1278,95,president,is under,pressure from Ghanaians
1279,96,Ramadan,is about,gratitude
1280,96,Ramadan,is showing,their love
1281,96,Ramadan,group for,people
1282,96,Ramadan,is showing,their love for Hamilton community
1283,96,money,support,refugees
1284,96,money,support refugees from,Gaza
1285,97,Georgian MP,introduces,bill
1286,97,MP,introduces,bill
1287,97,Mamuka Mdinaradze,leader of,Georgia ’s unicameral parliament
1288,97,Georgia,of,unicameral parliament
1289,97,LGBT propaganda,is in,country
1290,97,Mamuka Mdinaradze,has introduced,bill
1291,97,bill,protect society from,pseudo-liberal ideology
1292,97,bill,protect,society
1293,97,bill,protect society from,ideology
1294,98,NSW,bans,conversion therapy
1295,98,NSW,bans,gay conversion therapy
1296,98,NSW,bans conversion therapy after,marathon parliamentary debate
1297,98,NSW,bans conversion therapy after,marathon debate
1298,98,We,will protect,you
1299,99,review,is,now complete
1300,99,government,has,own plans
1301,99,independent review,is,now complete
1302,99,review,is,complete
1303,99,independent review,is,complete
1304,100,Nex,died after,school fight
1305,100,Nex,died by,suicide
1306,100,Nex,died after,high school fight
1307,101,Moscow,adds,LGBT movement
1308,101,Moscow,adds movement to,list of extremist
1309,101,Moscow,adds movement to,list
1310,101,Moscow,adds,movement
1311,101,Record Missile Barrage,Disrupts,Crackdown Portrait of Scar
1312,101,Record Missile Barrage,Disrupts,Crackdown on Artists Paints Portrait of Scar
1313,101,Record Russian Missile Barrage,Disrupts,Crackdown on Artists Paints Portrait of Scar
1314,101,Moscow,adds,LGBT movement
1315,101,Record Missile Barrage,Disrupts,Crackdown Portrait
1316,101,Record Russian Missile Barrage,Disrupts,Crackdown Portrait of Scar
1317,101,Record Missile Barrage,Disrupts,Crackdown on Artists Paints Portrait
1318,101,Record Missile Barrage,Disrupts,Ukraine Power System
1319,101,Record Russian Missile Barrage,Disrupts,Ukraine Power System
1320,101,Moscow,adds movement to,list of extremist stories
1321,101,Ukraine Power System,Portrait of,Scar
1322,101,Moscow,adds movement to,list of extremist Related stories
1323,101,Moscow,adds movement to,list
1324,101,Record Russian Missile Barrage,Disrupts,Crackdown Portrait
1325,101,Record Russian Missile Barrage,Disrupts,Crackdown on Artists Paints Portrait
1326,101,Moscow,adds,movement
1327,103,US,ban,LGBTQ flags
1328,103,US,ban,LGBTQ flags from embassies
1329,104,Tennessee bill,would permit,anti-LGBTQ foster parents
1330,104,Tennessee bill,would permit,foster parents
1331,104,Tennessee bill,would permit,parents
1332,104,Tennessee bill,would permit,anti-LGBTQ parents
1333,104,state,adopting parents because,their religious beliefs
1334,104,Tennessee state Senate,passed,legislation
1335,104,state,adopting,parents
1336,104,state,adopting parents because,their beliefs
1337,105,White House,Agrees To,Ban Pride Flags
1338,105,White House,Agrees In,Spending Bill Deal
1339,105,White House,Agrees At,US Embassies
1340,105,State Department,authorized,to flown
1341,105,State Department,authorized,to flown in 2021
1342,105,State Department,authorized,flown at U.S. embassies in 2021
1343,105,State Department,authorized,to flown at U.S. embassies
1344,105,State Department,authorized,flown in 2021
1345,105,State Department,authorized,flown
1346,105,State Department,authorized,to flown at U.S. embassies in 2021
1347,105,pride flags,reversing,Trump era ban
1348,105,State Department,authorized,flown at U.S. embassies
1349,106,Russia,to,terrorist list
1350,106,movement,added to,Russia ’s terrorist list
1351,106,LGBT movement,added to,Russia ’s terrorist list
1352,106,Russian Federal Financial Monitoring Service ’s website,was updated on,Friday
1353,106,Federal Financial Monitoring Service ’s website,was,updated
1354,106,Federal Financial Monitoring Service ’s website,was updated on,Friday
1355,106,Russian Federal Financial Monitoring Service,’s,website
1356,106,Russian Federal Financial Monitoring Service ’s website,include,LGBT movement
1357,106,Russian Federal Financial Monitoring Service ’s website,was,updated
1358,106,Federal Financial Monitoring Service ’s website,include,LGBT movement
1359,107,story hour,canceled after,suspicious package
1360,107,suspicious package,was found in,library
1361,107,suspicious package,was,found
1362,108,Biological Male Voice Actor,Accuses,Game Developer of Transphobia
1363,108,Biological Male Voice Actor,Accuses,Game Developer
1364,108,themselves,facing controversy after,recent addition of character
1365,108,themselves,facing controversy after,addition
1366,108,Behaviour Interactive,have found,sparked allegations of transphobia from character 's vo
1367,108,Behaviour Interactive,have found,allegations
1368,108,Behaviour Interactive,have found,sparked allegations of transphobia
1369,108,Behaviour Interactive,have found,sparked allegations
1370,108,themselves,facing controversy after,recent addition of new character
1371,108,Behaviour Interactive,have found,sparked allegations of transphobia from character 's transgender vo
1372,108,themselves,facing controversy after,recent addition
1373,108,Behaviour Interactive,have found,allegations of transphobia
1374,108,themselves,facing controversy after,addition of new character
1375,108,Behaviour Interactive,have found,allegations of transphobia from character 's transgender vo
1376,108,Behaviour Interactive,developers behind,popular online survival horror game
1377,108,character,from,transgender vo
1378,108,themselves,facing controversy after,addition of character
1379,108,Behaviour Interactive,have found,allegations of transphobia from character 's vo
1380,108,themselves,facing,controversy
1381,109,Years,will,will part
1382,109,Years,will,will part of prestigious Venice show
1383,109,Years,will,will part of Venice show
1384,109,her,death,trailblazing transgender P.E.I. artist
1385,110,government spending bill,bans U.S. embassies from,flying Pride flag
1386,110,government spending bill,bans,U.S. embassies
1387,110,government spending bill,bans U.S. embassies from,Pride flag
1388,110,New government spending bill,bans,U.S. embassies
1389,110,New government spending bill,bans U.S. embassies from,Pride flag
1390,110,New government spending bill,bans U.S. embassies from,flying Pride flag
1391,110,prohibition,was,one many side issues included in $ 1.2 trillion package
1392,110,prohibition,was,one many side issues included in mammoth $ 1.2 trillion package
1393,110,prohibition,was,one of many side issues included in $ 1.2 trillion package
1394,110,prohibition,was,one of side issues included in $ 1.2 trillion package
1395,110,prohibition,was,one side issues included in $ 1.2 trillion package
1396,110,prohibition,was,one side issues included in mammoth $ 1.2 trillion package
1397,110,prohibition,was,one side issues included
1398,110,prohibition,was,one of side issues included
1399,110,prohibition,was,one of many side issues included
1400,110,prohibition,was,one many side issues included
1401,110,prohibition,was,one of many side issues included in mammoth $ 1.2 trillion package
1402,110,prohibition,was,one of side issues included in mammoth $ 1.2 trillion package
1403,111,Evacuation Orders,Lifted After,Series
1404,111,Evacuation Orders,Lifted Of,Pennsylvania
1405,111,Evacuation Orders,Lifted Of,Bomb Threats Target Lancaster
1406,111,city ’s library,was,apparently targeted
1407,111,city ’s library,was,targeted
1408,111,city ’s library,was apparently targeted for,hosting
1409,111,city ’s public library,was,targeted
1410,111,city,’s,public library
1411,111,city ’s public library,was apparently targeted for,hosting
1412,111,city ’s public library,was,apparently targeted
1413,111,city ’s public library,was targeted for,hosting
1414,111,city ’s library,was targeted for,hosting
1415,112,My Dreams,Queen of is,love letter to Bollywood
1416,112,My Dreams,Queen of is,love letter
1417,112,Fawzia Mirza 's Queen,is,love letter
1418,112,Fawzia Mirza 's Queen,is,love letter to Bollywood
1419,112,Fawzia Mirza,has,Queen of Dreams
1420,112,film,tells,story of mother played
1421,112,film,tells,story of mother played by Nimra Bucha
1422,112,her daughter,exploring,two characters ' relationships to their home countries
1423,112,her daughter,exploring,two characters ' complicated relationships
1424,112,film,tells,story
1425,112,film,tells,story of mother
1426,112,film,tells,story played
1427,112,her daughter,exploring,two characters ' complicated relationships to their home countries
1428,112,her daughter,exploring,two characters ' relationships
1429,112,her daughter,coming of,age
1430,112,film,tells,story played by Nimra Bucha
1431,112,her,daughter,Azra
1432,113,Biden Signs $ 1.2 Trillion Spending Bill,Concerns After,Months Of Negotiations
1433,113,Senate,avoid,partial government shutdown
1434,113,Senate,approved spending package at_time,Saturday
1435,113,Senate,avoid,government shutdown
1436,113,Senate,approved spending package at_time,early Saturday
1437,114,his decision,come out as,gay
1438,114,his decision,come out publicly as,gay
1439,114,his,father,psychologist
1440,115,Bipartisan spending bill,includes,ban on Pride flags over U.S. embassies
1441,115,spending bill,includes,effective ban
1442,115,spending bill,includes,effective ban on Pride flags over U.S. embassies
1443,115,Bipartisan spending bill,includes,ban on Pride flags
1444,115,Bipartisan spending bill,includes,effective ban
1445,115,spending bill,includes,effective ban on Pride flags
1446,115,spending bill,includes,ban on Pride flags
1447,115,spending bill,includes,ban on Pride flags over U.S. embassies
1448,115,spending bill,includes,ban
1449,115,Bipartisan spending bill,includes,effective ban on Pride flags over U.S. embassies
1450,115,Bipartisan spending bill,includes,ban
1451,115,Bipartisan spending bill,includes,effective ban on Pride flags
1452,116,Russia,adds movement to,list
1453,116,Russia,adds movement In,latest move
1454,116,Russia,adds movement In,move
1455,116,Russia,adds movement to,official list of extremists
1456,116,Russia,adds,LGBT movement
1457,116,Russia,adds movement to,official list
1458,116,Russia,adds movement to,list of extremists
1459,116,Russia,adds,movement
1460,116,it,calls LGBT movement to,list of state media said on Friday
1461,116,it,calls LGBT movement to,list
1462,116,it,calls,LGBT movement
1463,116,it,calls LGBT movement to,list of state media said
1464,117,Russia,adds movement to,list of extremist groups
1465,117,Russia,adds movement to,list
1466,117,Russia,adds,LGBT movement
1467,117,Russia,adds,movement
1468,117,Russian monitor,freeze,bank accounts
1469,117,monitor,freeze,bank accounts
1470,117,bank accounts,monitor with,power
1471,117,it,calls,LGBT movement
1472,117,it,calls,extremist organization
1473,117,bank accounts,Russian monitor with,power
1474,117,Russian monitor,is with,power
1475,117,It,comes after,similar ruling November
1476,117,It,comes after,similar ruling from Supreme Court last November
1477,117,It,comes after,similar ruling last November
1478,117,It,comes after,similar ruling from Supreme Court November
1479,117,It,comes after,ruling November
1480,117,It,comes after,ruling from Supreme Court November
1481,117,It,comes after,ruling last November
1482,117,It,comes after,ruling from Supreme Court last November
1483,118,Final resting place,is in,line for heritage recognition
1484,118,graves,are,are considered
1485,119,Nex Benedict 's death,prompted,rallies in U.S. cities from New York
1486,119,Nex Benedict,has,death
1487,119,rallies,is in,U.S. cities from New York
1488,119,Nex Benedict 's death,prompted,rallies in U.S. cities from New York to Los Angeles
1489,119,Nex Benedict 's death,prompted,rallies in U.S. cities to Los Angeles
1490,119,Nex Benedict 's death,prompted,rallies in U.S. cities
1491,119,Nex Benedict 's death,prompted,rallies to Los Angeles
1492,119,rallies,death,vigils
1493,119,Nex Benedict 's death,prompted,rallies
1494,120,Lives,Recent Cases Of,Violence
1495,120,Suicide rates people,are,high
1496,120,Suicide rates people,are,disproportionately high
1497,120,They,'re targets of,violence
1498,120,They,'re,routinely targets
1499,120,They,'re,targets
1500,120,They,'re,also routinely targets
1501,120,They,'re also routinely targets of,violence
1502,120,They,'re,also targets
1503,120,They,'re also targets of,violence
1504,120,They,'re routinely targets of,violence
1505,120,other states,have passed,laws
1506,120,many other states,have passed,laws
1507,121,Embassies,Banned By,Bill
1508,121,Embassies,Banned From,Flying LGBTQ Pride Flags
1509,121,Embassies,Banned From,House DEI Office Closed
1510,121,Embassies,Banned By,Spending Bill
1511,122,New report,Live finds,discrimination endemic in religious schools
1512,122,New report,Live finds,discrimination endemic in schools
1513,122,discrimination,endemic in,religious schools
1514,122,New report,Live finds,discrimination endemic
1515,122,discrimination,endemic in,schools
1516,122,New report,finds,discrimination endemic in schools
1517,122,New report,finds,discrimination endemic
1518,122,government,considers,legislation
1519,122,New report,finds,discrimination endemic in religious schools
1520,122,students,is in,religious schools
1521,123,we,need,organizations
1522,123,organizations,meet,women
1523,123,women,be like,men
1524,123,women,be like,more men
1525,123,they,build,culture
1526,124,teen,sent to,prison
1527,124,Transgender teen,sent for,killing 12 year old girl
1528,124,teen,sent for,girl
1529,124,Transgender teen,sent for,girl
1530,124,Transgender teen,sent for,killing girl
1531,124,teen,sent for,killing girl
1532,124,Transgender teen,sent to,prison
1533,124,teen,sent for,12 year old girl
1534,124,teen,sent for,killing 12 year old girl
1535,124,Transgender teen,sent for,12 year old girl
1536,124,trans teen,is sentenced after,confessing
1537,124,trans teen,is,sentenced while
1538,124,trans teen,is sentenced while after,confessing
1539,124,trans teen,is,sentenced while on movie date
1540,124,trans teen,is,sentenced after confessing while on movie date
1541,124,trans teen,is,sentenced
1542,125,realities,LGBTQ,people face
1543,125,NPR 's Scott Detrow,speaks,about two recent cases of violence against trans people illustrate
1544,125,NPR 's Scott Detrow,speaks with,Kris Tassone
1545,125,NPR 's Scott Detrow,speaks,about recent cases of violence against trans people illustrate
1546,125,NPR 's Scott Detrow,speaks from,National Center For Transgender Equality
1547,125,NPR,has,Scott Detrow
1548,125,NPR 's Scott Detrow,speaks from,National Center
1549,125,NPR 's Scott Detrow,speaks,about how two recent cases of violence against trans people illustrate
1550,125,NPR 's Scott Detrow,speaks,about how recent cases of violence against trans people illustrate
1551,125,NPR 's Scott Detrow,speaks,two recent cases of violence against trans people illustrate
1552,125,NPR 's Scott Detrow,speaks,how two recent cases of violence against trans people illustrate
1553,125,NPR 's Scott Detrow,speaks,how recent cases of violence against trans people illustrate
1554,125,NPR 's Scott Detrow,speaks,recent cases of violence against trans people illustrate
1555,126,Athletes,Could Upset March Madness Attacks On,DEI
1556,126,Black Athletes,Could Upset March Madness Attacks On,DEI
1557,126,Athletes,Could Upset,March Madness Attacks
1558,126,Black Athletes,Could Upset,March Madness Attacks
1559,126,diversity initiatives,are under,where legislative attack
1560,126,universities,Black athletes in,2024 NCAA basketball tournaments
1561,126,diversity initiatives,are under,where attack
1562,126,universities,Many Black athletes in,2024 NCAA basketball tournaments
1563,126,diversity initiatives,are under,attack
1564,126,diversity initiatives,are under,legislative attack
1565,126,Many Black athletes,is in,2024 NCAA basketball tournaments
1566,127,white woman,birdwatching in,New York 's Central Park
1567,127,woman,called,911
1568,127,white woman,called,while birdwatching
1569,127,white woman,called,report
1570,127,white woman,called,birdwatching in New York 's Central Park
1571,127,woman,called,report
1572,127,Christian Cooper,made,national news
1573,127,Christian Cooper,made,news
1574,127,New York,in,Central Park
1575,127,white woman,called,birdwatching
1576,127,white woman,called,to report
1577,127,woman,called,birdwatching
1578,127,woman,called,while birdwatching in New York 's Central Park
1579,127,white woman,called,911
1580,127,woman,called,birdwatching in New York 's Central Park
1581,127,woman,called,to report
1582,127,white woman,called,while birdwatching in New York 's Central Park
1583,127,woman,called,while birdwatching
1584,127,Christian Cooper,made news in,May 2020
1585,127,woman,birdwatching in,New York 's Central Park
1586,128,Traitors ' star Amanda,say,goodbye mum
1587,128,star,show on,celebrity
1588,129,Dragon Ball theme park,be,built
1589,129,Dragon Ball theme park,be,to built
1590,129,Dragon Ball theme park,be,to built in Saudi Arabia
1591,129,Dragon Ball theme park,be built in,Saudi Arabia
1592,129,announcement,was,met
1593,129,announcement,was met with,reactions
1594,129,announcement,was met with,reactions from fans of famed anime
1595,129,announcement,was met with,mixed reactions
1596,129,announcement,was met with,mixed reactions from fans of anime
1597,129,announcement,was met with,reactions from fans of anime
1598,129,announcement,was met with,mixed reactions from fans
1599,129,announcement,was met with,mixed reactions from fans of famed anime
1600,129,announcement,was met with,reactions from fans
1601,130,state ’s schools,teach LGBTQ history,as states continue
1602,130,state ’s schools,teach LGBTQ history,red states continue
1603,130,state ’s public schools,teach LGBTQ history,as red states continue
1604,130,state ’s schools,teach,LGBTQ history
1605,130,state ’s schools,teach LGBTQ history,states continue
1606,130,state ’s public schools,teach LGBTQ history,as states continue
1607,130,red states,continue,diverge
1608,130,state ’s public schools,teach LGBTQ history,red states continue
1609,130,states,continue,to diverge
1610,130,schools,should expose,kids
1611,130,state ’s public schools,teach,LGBTQ history
1612,130,state ’s schools,teach LGBTQ history,as red states continue
1613,130,red states,continue,to diverge
1614,130,state,’s,public schools
1615,130,states,continue,diverge
1616,130,schools,should expose kids to,gay identities
1617,130,state ’s public schools,teach LGBTQ history,states continue
1618,131,Musk,by,X against nonprofit researchers tracking
1619,131,Judge,dismisses suit by,Musk 's X
1620,131,Judge,dismisses suit by,Musk 's X against nonprofit researchers
1621,131,Judge,dismisses,suit
1622,131,Judge,dismisses suit by,Musk 's X against researchers
1623,131,judge,has dismissed lawsuit against,Center
1624,131,Elon Musk,by,X Corp.
1625,131,federal judge,has dismissed,lawsuit
1626,131,it,was,since purchased by Tesla owner
1627,131,judge,has dismissed lawsuit against,non-profit Center
1628,131,judge,has dismissed,lawsuit
1629,131,federal judge,has dismissed lawsuit against,non-profit Center
1630,131,judge,has dismissed lawsuit by,Elon Musk ’s X Corp.
1631,131,it,was purchased by,Tesla owner
1632,131,federal judge,has dismissed lawsuit against,Center for Countering Digital
1633,131,federal judge,has dismissed lawsuit against,non-profit Center for Digital
1634,131,federal judge,has dismissed lawsuit against,non-profit Center for Countering Digital
1635,131,federal judge,has dismissed lawsuit against,Center for Digital
1636,131,judge,has dismissed lawsuit against,Center for Countering Digital
1637,131,judge,has dismissed lawsuit against,non-profit Center for Digital
1638,131,increase,is in,hate speech
1639,131,federal judge,has dismissed lawsuit by,Elon Musk ’s X Corp.
1640,131,judge,has dismissed lawsuit against,Center for Digital
1641,131,federal judge,has dismissed lawsuit against,Center
1642,131,judge,has dismissed lawsuit against,non-profit Center for Countering Digital
1643,132,transgender women,competing in,female categories
1644,132,they,be uncomfortable,with transgender women competing in categories
1645,132,they,be uncomfortable,transgender women competing in female categories in their sport
1646,132,female categories,is in,their sport
1647,132,they,be uncomfortable,with women competing
1648,132,they,be,uncomfortable
1649,132,they,be uncomfortable,women competing in female categories
1650,132,women,competing in,female categories
1651,132,they,be uncomfortable,transgender women competing
1652,132,they,be uncomfortable,transgender women competing in female categories
1653,132,they,be uncomfortable,with transgender women competing
1654,132,they,be uncomfortable,with women competing in female categories in their sport
1655,132,they,be uncomfortable,women competing
1656,132,transgender women,competing in,categories in their sport
1657,132,they,be uncomfortable,transgender women competing in categories
1658,132,they,be uncomfortable,transgender women competing in categories in their sport
1659,132,they,be uncomfortable,with women competing in categories in their sport
1660,132,women,competing in,categories in their sport
1661,132,they,be uncomfortable,women competing in female categories in their sport
1662,132,they,be uncomfortable,with transgender women competing in female categories in their sport
1663,132,transgender women,competing in,categories
1664,132,transgender women,competing in,female categories in their sport
1665,132,women,competing in,categories
1666,132,women,competing in,female categories in their sport
1667,132,they,be uncomfortable,women competing in categories in their sport
1668,132,they,be uncomfortable,with women competing in categories
1669,132,they,be uncomfortable,women competing in categories
1670,132,they,be uncomfortable,with transgender women competing in categories in their sport
1671,132,they,be uncomfortable,with women competing in female categories
1672,132,they,be uncomfortable,with transgender women competing in female categories
1673,133,Russia,is still reeling from,Friday 's attack
1674,133,Russia,is reeling from,Friday 's attack
1675,133,Friday,from,attack
1676,133,Authorities,have confirmed,at least 137 dead
1677,133,Suspects,have,have charged
1678,133,Suspects,signs of,torture
1679,133,Here,are,other key developments
1680,133,Here,are,developments
1681,133,Here,are,other developments
1682,133,Here,are,key developments
1683,134,government,introduced,propaganda bill
1684,134,propaganda bill,government of,Caucasus nation of Georgia
1685,134,government,introduced,anti-LGBT propaganda bill
1686,134,anti-LGBT propaganda bill,government of,Caucasus nation
1687,134,government,recently introduced,propaganda bill
1688,134,government,recently introduced,anti-LGBT propaganda bill
1689,134,propaganda bill,government of,Caucasus nation
1690,134,anti-LGBT propaganda bill,government of,Caucasus nation of Georgia
1691,135,Living,poses,whammy of accessibility challenges
1692,135,double whammy,Living with,disability
1693,135,queer,poses,whammy
1694,135,whammy,Living with,disability
1695,135,queer,poses,whammy of accessibility challenges
1696,135,accessibility challenges,double whammy of being,queer
1697,135,accessibility challenges,whammy of being,queer
1698,135,queer,poses,double whammy
1699,135,whammy,being,queer
1700,135,Living,poses,double whammy of accessibility challenges
1701,135,double whammy,being,queer
1702,135,Living,poses,double whammy
1703,135,queer,poses,double whammy of accessibility challenges
1704,135,Living,poses,whammy
1705,135,Queer people,is with,disability
1706,136,Rights,Being,Revoked
1707,136,rights,being revoked throughout,world
1708,136,rights,being,revoked
1709,136,Rights,appeared on,Breitbart
1710,136,Rights,appeared first on,Breitbart
1711,137,Ex-Levi ’s President,Launches,XX XY Athletics
1712,137,Ex-Levi,’s,President
1713,137,XX XY Athletics,Protect,Women ’s Sports
1714,137,Women,’s,Sports
1715,137,Jennifer Sey,is launching,athletic clothing brand
1716,137,Jennifer Sey,is launching,clothing brand
1717,138,Timothy Conigrave,has,1995 memoir
1718,138,Australia,of,AIDS epidemic
1719,138,memoir,is devastating,epidemic
1720,139,Dutch darts players,quit,women 's team
1721,139,darts players,quit,national women 's team
1722,139,Dutch darts players,quit,national women 's team
1723,139,darts players,quit,women 's team
1724,139,national women,has,team
1725,139,players,quit,women 's darts team
1726,139,sport,has,governing body
1727,139,Dutch women,has,darts team
1728,139,Two players,quit,women 's darts team
1729,139,players,quit,Dutch women 's darts team
1730,139,Two players,quit,Dutch women 's darts team
1731,140,Abortions,is in,U.S.
1732,140,Roe,report from,Guttmacher Institute
1733,140,Wade,v. Roe is,new report from Guttmacher Institute
1734,140,abortions,is in,U.S.
1735,140,"estimated 1,026,690 abortions",were performed in in,country
1736,140,"1,026,690 abortions",were performed in,country
1737,140,"1,026,690 abortions",were performed in in,country
1738,140,estimated abortions,were,performed
1739,140,abortions,were performed in,country
1740,140,estimated abortions,were performed in in,country
1741,140,"estimated 1,026,690 abortions",were,performed
1742,140,estimated abortions,were performed in,country
1743,140,abortions,were,performed
1744,140,"1,026,690 abortions",were,performed in
1745,140,"1,026,690 abortions",were,performed
1746,140,abortions,were,performed in
1747,140,abortions,were performed in in,country
1748,140,"estimated 1,026,690 abortions",were performed in,country
1749,140,"estimated 1,026,690 abortions",were,performed in
1750,140,estimated abortions,were,performed in
1751,141,Lawsuit,filed against,Ohio trans care ban legislation
1752,141,lawsuit,has,has filed against Ohio 's House Bill 68
1753,141,Ohio,against,House Bill 68
1754,141,lawsuit,has,has filed
1755,142,Judge,blocks Texas AG from,supporting transgender minors
1756,142,Judge,temporarily blocks Texas AG from,nonprofit supporting transgender minors
1757,142,Judge,temporarily blocks Texas AG from,investigating supporting transgender minors
1758,142,Judge,blocks Texas AG from,nonprofit transgender minors
1759,142,Judge,temporarily blocks Texas AG from,investigating transgender minors
1760,142,Judge,blocks Texas AG from,investigating nonprofit transgender minors
1761,142,Judge,temporarily blocks Texas AG from,investigating nonprofit transgender minors
1762,142,Judge,blocks Texas AG from,transgender minors
1763,142,Judge,blocks Texas AG from,investigating transgender minors
1764,142,Judge,temporarily blocks Texas AG from,transgender minors
1765,142,Judge,temporarily blocks Texas AG from,supporting transgender minors
1766,142,Judge,blocks Texas AG from,investigating supporting transgender minors
1767,142,Judge,temporarily blocks,Texas AG
1768,142,Judge,blocks Texas AG from,investigating nonprofit supporting transgender minors
1769,142,Judge,temporarily blocks Texas AG from,nonprofit transgender minors
1770,142,Judge,blocks Texas AG from,nonprofit supporting transgender minors
1771,142,Judge,blocks,Texas AG
1772,142,Judge,temporarily blocks Texas AG from,investigating nonprofit supporting transgender minors
1773,142,Texas Office,was blocked from,demanding information
1774,142,Texas Office,was blocked from,demanding information from PFLAG
1775,142,Texas Office,was,blocked
1776,142,Texas Office,was blocked from,information
1777,142,Texas Office,was blocked from,information from PFLAG
1778,143,Police,investigating,harassment
1779,143,Police,investigating,racial harassment
1780,143,Police,investigating,racial harassment of NCAA women 's basketball team
1781,143,Police,investigating,racial harassment in Idaho
1782,143,Police,investigating,harassment in Idaho
1783,143,NCAA women,of,basketball team
1784,143,racial harassment,is in,Idaho
1785,143,Police,investigating,racial harassment of NCAA women 's basketball team in Idaho
1786,143,Police,investigating,harassment of NCAA women 's basketball team
1787,143,Police,investigating,harassment of NCAA women 's basketball team in Idaho
1788,143,Police,are investigating,harassment of University
1789,143,Police,are investigating,harassment of University of Utah
1790,143,women,has,basketball team while staying in Coeur D'Alene for NCAA tournament in nearby Spokane
1791,143,Police,are investigating,reported harassment of University of Utah
1792,143,Police,are investigating,reported harassment
1793,143,Police,are investigating,reported harassment of University
1794,143,NCAA tournament,is in,nearby Spokane
1795,143,Police,are investigating,harassment
1796,144,it,only included,measure
1797,144,Republicans,would back,budget deal
1798,144,Republicans,would back,recent budget deal
1799,144,it,included,measure
1800,145,White House,calls,Republican spending bill ’s ban on Pride flag
1801,145,White House,calls,spending bill ’s ban
1802,145,Republican spending bill,’s,ban on Pride flag
1803,145,White House,calls,spending bill ’s ban on Pride flag
1804,145,White House,calls,Republican spending bill ’s ban
1805,145,efforts,mitigate,impact of law
1806,145,efforts,mitigate,impact
1807,145,Biden Harris administration,outlining,efforts
1808,145,Biden Harris administration,is emphasizing,its dedication
1809,146,organization,on,transgender youth support
1810,146,Texas court,blocks,AG Ken Paxton 's demand for info
1811,146,Texas court,further blocks,AG Ken Paxton 's demand for info on organization 's youth support
1812,146,Texas court,further blocks,AG Ken Paxton 's demand for info
1813,146,Texas court,blocks,AG Ken Paxton 's demand for info on organization 's transgender youth support
1814,146,Texas court,blocks,AG Ken Paxton 's demand
1815,146,Texas court,blocks,AG Ken Paxton 's demand for info on organization 's youth support
1816,146,Texas court,further blocks,AG Ken Paxton 's demand for info on organization 's transgender youth support
1817,146,AG Ken Paxton,has,demand for info on transgender youth support
1818,146,Texas court,further blocks,AG Ken Paxton 's demand
1819,146,PFLAG National,turn over,information
